feature,outlierCount,outlierCount%,level,mi
UNMAPPED,50,14.204545454545455,1,0.007534505500535804
UNINTEGRATED,31,8.806818181818182,1,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_condimenti,0,0.0,4,0.007327243008172779
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.01526099184450036
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_piscifermentans,0,0.0,4,0.05869816594070021
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.010601045399200704
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_xylosus,0,0.0,4,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_dysgalactiae_group,78,22.15909090909091,5,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_iniae,0,0.0,4,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_parauberis,69,19.602272727272727,4,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Vagococcus.s__Vagococcus_fluvialis,0,0.0,4,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Weissella.s__Weissella_ceti,0,0.0,4,0.013333810882682373
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Weissella.s__Weissella_jogaejeotgali,0,0.0,4,0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Weissella.s__Weissella_thailandensis,0,0.0,4,0.011382690903162462
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified,85,24.147727272727273,2,0.05886689527679856
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",115,32.67045454545455,1,0.0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_equinus",0,0.0,4,0.0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_gallolyticus",0,0.0,4,0.05921209009359285
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_infantarius",0,0.0,4,0.0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_lutetiensis",0,0.0,4,0.0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_macedonicus",0,0.0,4,0.0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|unclassified",146,41.47727272727273,2,0.018090317882995643
PWY-6397: mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,0,0.0,1,0.06133061785681959
PWY-6397: mycolyl-arabinogalactan-peptidoglycan complex biosynthesis|unclassified,0,0.0,2,0.02603481289769105
PWY-6404: superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,0,0.0,1,0.005502873490393689
PWY-6404: superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis|unclassified,0,0.0,2,0.056882892707088795
PWY-6421: arsenate detoxification IV (mycothiol),0,0.0,1,0.029089753022831788
PWY-6421: arsenate detoxification IV (mycothiol)|unclassified,0,0.0,2,0.04419241540343122
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants),0,0.0,1,0.0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)|unclassified,0,0.0,2,0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),0,0.0,1,0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)|unclassified,0,0.0,2,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),34,9.659090909090908,1,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|g__Bifidobacterium.s__Bifidobacterium_gallinarum,0,0.0,4,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|g__Bifidobacterium.s__Bifidobacterium_pullorum,0,0.0,4,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|g__Streptococcus.s__Streptococcus_dysgalactiae_group,86,24.431818181818183,5,0.03553447830709855
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|unclassified,0,0.0,2,0.0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),119,33.80681818181818,1,0.017859849529318295
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|g__Bifidobacterium.s__Bifidobacterium_gallinarum,0,0.0,4,0.02402838533083873
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|g__Bifidobacterium.s__Bifidobacterium_pullorum,0,0.0,4,0.0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.03835813390127507
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified,0,0.0,2,0.0
PWY-6486: D-galacturonate degradation II,0,0.0,1,0.0
PWY-6486: D-galacturonate degradation II|unclassified,0,0.0,2,0.0
PWY-6501: D-glucuronate degradation II,0,0.0,1,0.007473363999565885
PWY-6501: D-glucuronate degradation II|unclassified,0,0.0,2,0.007734878489149333
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,51,14.488636363636363,1,0.00824098622134306
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.01815304993883915
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.04057522875278785
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.008035504819586592
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Lactobacillus.s__Lactobacillus_fuchuensis,0,0.0,4,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.009260658254836018
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Streptococcus.s__Streptococcus_parauberis,95,26.988636363636363,4,0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified,48,13.636363636363637,2,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,122,34.65909090909091,1,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.024869800736976977
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.02713480613066932
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.0020141781678872928
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.01973084545475512
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.03579765034677518
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0061522241397447
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Ralstonia.s__Ralstonia_pickettii,0,0.0,4,0.028319864681310314
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified,0,0.0,2,0.04448600174627848
PWY-6527: stachyose degradation,60,17.045454545454547,1,0.05460823209979737
PWY-6527: stachyose degradation|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.023229503752840275
PWY-6527: stachyose degradation|g__Carnobacterium.s__Carnobacterium_inhibens,0,0.0,4,0.03948887316407257
PWY-6527: stachyose degradation|g__Carnobacterium.s__Carnobacterium_maltaromaticum,0,0.0,4,0.07661260982219287
PWY-6527: stachyose degradation|g__Clostridium.s__Clostridium_perfringens,77,21.875,4,0.0
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.0019407320342690326
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_durans,0,0.0,4,0.01598438497477006
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_faecalis,0,0.0,4,0.02446394325717094
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.017325136709504863
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_hirae,0,0.0,4,0.010344752401040713
PWY-6527: stachyose degradation|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.02350254335252755
PWY-6527: stachyose degradation|g__Lachnoclostridium.s__Lachnoclostridium_sp_An76,0,0.0,5,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_amylovorus,69,19.602272727272727,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_aviarius,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_crispatus,133,37.78409090909091,4,0.06111677169025165
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_curvatus,0,0.0,4,0.03747566828553772
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_fermentum,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_gallinarum,0,0.0,4,0.00501343021273204
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_johnsonii,102,28.977272727272727,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_kitasatonis,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_oris,0,0.0,4,0.024952160274924085
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_pontis,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_reuteri,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_sakei,0,0.0,4,0.01841736269428096
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_salivarius,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactobacillus.s__Lactobacillus_vaginalis,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactococcus.s__Lactococcus_lactis,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactococcus.s__Lactococcus_piscium,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Lactococcus.s__Lactococcus_raffinolactis,0,0.0,4,0.00874667680583019
PWY-6527: stachyose degradation|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Pediococcus.s__Pediococcus_acidilactici,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Romboutsia.s__Romboutsia_ilealis,0,0.0,4,0.016476773038792025
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_equinus,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_gallolyticus,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_infantarius,0,0.0,4,0.00118345047469548
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_iniae,0,0.0,4,0.029131612627728787
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_lutetiensis,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_macedonicus,0,0.0,4,0.016656993168868484
PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_pasteurianus,0,0.0,4,0.017464940395153894
PWY-6527: stachyose degradation|g__Weissella.s__Weissella_jogaejeotgali,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Weissella.s__Weissella_paramesenteroides,0,0.0,4,0.0
PWY-6527: stachyose degradation|g__Weissella.s__Weissella_thailandensis,0,0.0,4,0.0
PWY-6527: stachyose degradation|unclassified,102,28.977272727272727,2,0.010958676045049964
PWY-6531: mannitol cycle,0,0.0,1,0.07580497947849318
PWY-6531: mannitol cycle|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.08914209603910539
PWY-6531: mannitol cycle|unclassified,0,0.0,2,0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,22,6.25,1,0.02456324641896135
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified,68,19.318181818181817,2,0.03560730423952352
PWY-6549: L-glutamine biosynthesis III,73,20.738636363636363,1,0.0
PWY-6549: L-glutamine biosynthesis III|unclassified,67,19.03409090909091,2,0.019440114218465254
PWY-6562: norspermidine biosynthesis,0,0.0,1,0.0374074382029812
PWY-6562: norspermidine biosynthesis|unclassified,0,0.0,2,0.0
PWY-6565: superpathway of polyamine biosynthesis III,0,0.0,1,0.009794371549799674
PWY-6565: superpathway of polyamine biosynthesis III|unclassified,0,0.0,2,0.0
PWY-6583: pyruvate fermentation to butanol I,0,0.0,1,0.04195176249490351
PWY-6583: pyruvate fermentation to butanol I|unclassified,0,0.0,2,0.015096875319396519
PWY-6588: pyruvate fermentation to acetone,62,17.613636363636363,1,0.03510505259114005
PWY-6588: pyruvate fermentation to acetone|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.0
PWY-6588: pyruvate fermentation to acetone|g__Staphylococcus.s__Staphylococcus_nepalensis,0,0.0,4,0.0
PWY-6588: pyruvate fermentation to acetone|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.0
PWY-6588: pyruvate fermentation to acetone|g__Streptococcus.s__Streptococcus_dysgalactiae_group,0,0.0,5,0.03581049964329175
PWY-6588: pyruvate fermentation to acetone|unclassified,117,33.23863636363637,2,0.0005990857785831416
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,56,15.909090909090908,1,0.003264605971070811
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|g__Staphylococcus.s__Staphylococcus_agnetis,0,0.0,4,0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified,102,28.977272727272727,2,0.019401383449075604
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation,0,0.0,1,0.0
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation|unclassified,0,0.0,2,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants),69,19.602272727272727,1,0.02845100542849699
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|unclassified,92,26.136363636363637,2,0.0
PWY-6596: adenosine nucleotides degradation I,0,0.0,1,0.018324276856209742
PWY-6596: adenosine nucleotides degradation I|unclassified,0,0.0,2,0.02622377150355515
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation,0,0.0,1,0.04166174406903478
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation|unclassified,0,0.0,2,0.0
PWY-6606: guanosine nucleotides degradation II,81,23.011363636363637,1,0.05504902934027456
PWY-6606: guanosine nucleotides degradation II|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.0
PWY-6606: guanosine nucleotides degradation II|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-6606: guanosine nucleotides degradation II|g__Listeria.s__Listeria_monocytogenes,0,0.0,4,0.028675148525132865
PWY-6606: guanosine nucleotides degradation II|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0
PWY-6606: guanosine nucleotides degradation II|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.004062607293680465
PWY-6606: guanosine nucleotides degradation II|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.024646568063887653
PWY-6606: guanosine nucleotides degradation II|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.0
PWY-6606: guanosine nucleotides degradation II|unclassified,88,25.0,2,0.031006556372299876
PWY-6607: guanosine nucleotides degradation I,87,24.71590909090909,1,0.0010226104625998822
PWY-6607: guanosine nucleotides degradation I|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.016623317085975975
PWY-6607: guanosine nucleotides degradation I|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.0
PWY-6607: guanosine nucleotides degradation I|unclassified,82,23.295454545454547,2,0.0013969706380725366
PWY-6608: guanosine nucleotides degradation III,97,27.556818181818183,1,0.011047901528258297
PWY-6608: guanosine nucleotides degradation III|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.002215123354505799
PWY-6608: guanosine nucleotides degradation III|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.030378291394211887
PWY-6608: guanosine nucleotides degradation III|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.023617736603571027
PWY-6608: guanosine nucleotides degradation III|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.04591729033747538
PWY-6608: guanosine nucleotides degradation III|g__Enterococcus.s__Enterococcus_faecalis,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Listeria.s__Listeria_monocytogenes,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.006742568211463462
PWY-6608: guanosine nucleotides degradation III|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.038924490078199314
PWY-6608: guanosine nucleotides degradation III|g__Paraclostridium.s__Paraclostridium_bifermentans,0,0.0,4,0.0014500733774216457
PWY-6608: guanosine nucleotides degradation III|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Rhodococcus.s__Rhodococcus_qingshengii,0,0.0,4,0.01422638008641508
PWY-6608: guanosine nucleotides degradation III|g__Staphylococcus.s__Staphylococcus_cohnii,0,0.0,4,0.02073313033956148
PWY-6608: guanosine nucleotides degradation III|g__Staphylococcus.s__Staphylococcus_saprophyticus,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|g__Turicibacter.s__Turicibacter_sanguinis,0,0.0,4,0.0
PWY-6608: guanosine nucleotides degradation III|unclassified,95,26.988636363636363,2,0.010287181032580639
PWY-6609: adenine and adenosine salvage III,81,23.011363636363637,1,0.020364667220382326
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_bestiarum,0,0.0,4,0.016024594685467575
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_diversa,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_hydrophila,0,0.0,4,0.031035936416006216
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_media,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_rivipollensis,0,0.0,4,0.07453867691015104
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_sobria,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Aeromonas.s__Aeromonas_veronii,0,0.0,4,0.0023926440191326392
PWY-6609: adenine and adenosine salvage III|g__Anoxybacillus.s__Anoxybacillus_flavithermus,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Carnobacterium.s__Carnobacterium_divergens,0,0.0,4,0.009286334163286059
PWY-6609: adenine and adenosine salvage III|g__Carnobacterium.s__Carnobacterium_maltaromaticum,0,0.0,4,0.018248512919414095
PWY-6609: adenine and adenosine salvage III|g__Clostridiaceae_unclassified.s__Clostridiaceae_bacterium_14S0207,0,0.0,6,0.0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_botulinum,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_gasigenes,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_haemolyticum,0,0.0,4,0.026634295816405196
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_novyi,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_perfringens,78,22.15909090909091,4,0.03598799645402617
PWY-6609: adenine and adenosine salvage III|g__Clostridium.s__Clostridium_sp_CAG_221,0,0.0,6,0.0392952670249076
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_avium,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_cecorum,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_devriesei,0,0.0,4,0.016158415019860595
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_durans,0,0.0,4,0.044838211822866514
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_faecalis,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_faecium,0,0.0,4,0.042079161282783106
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_gilvus,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_hermanniensis,0,0.0,4,0.03721990287934274
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_hirae,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_malodoratus,0,0.0,4,0.01816193919387188
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_pseudoavium,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Flavobacterium.s__Flavobacterium_psychrophilum,0,0.0,4,0.01501194130891692
PWY-6609: adenine and adenosine salvage III|g__Floricoccus.s__Floricoccus_penangensis,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Floricoccus.s__Floricoccus_tropicus,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Glutamicibacter.s__Glutamicibacter_sp_BW77,0,0.0,5,0.03620181111080978
PWY-6609: adenine and adenosine salvage III|g__Hafnia.s__Hafnia_alvei,0,0.0,4,0.015369968350325225
PWY-6609: adenine and adenosine salvage III|g__Kroppenstedtia.s__Kroppenstedtia_eburnea,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Lachnoclostridium.s__Lachnoclostridium_sp_An76,0,0.0,5,0.0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_curvatus,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_oris,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_pontis,0,0.0,4,0.02757646211125997
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri,0,0.0,4,0.0013773031040780204
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_sakei,0,0.0,4,0.012509326127218667
PWY-6609: adenine and adenosine salvage III|g__Lactococcus.s__Lactococcus_garvieae,76,21.59090909090909,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Lactococcus.s__Lactococcus_lactis,71,20.170454545454547,4,0.015265941527100368
PWY-6609: adenine and adenosine salvage III|g__Lactococcus.s__Lactococcus_petauri,0,0.0,4,0.014459580584636589
PWY-6609: adenine and adenosine salvage III|g__Lactococcus.s__Lactococcus_piscium,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Listeria.s__Listeria_monocytogenes,0,0.0,4,0.046308804267671144
PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_sp_BF_4,0,0.0,5,0.0
PWY-6609: adenine and adenosine salvage III|g__Lysinibacillus.s__Lysinibacillus_varians,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Macrococcus.s__Macrococcus_caseolyticus,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Mycobacterium.s__Mycobacterium_sp_YC_RL4,0,0.0,6,0.033636025382604906
PWY-6609: adenine and adenosine salvage III|g__Mycolicibacter.s__Mycolicibacter_minnesotensis,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Obesumbacterium.s__Obesumbacterium_proteus,0,0.0,4,0.032692748244738334
PWY-6609: adenine and adenosine salvage III|g__Paeniclostridium.s__Paeniclostridium_sordellii,0,0.0,4,0.026347318761772875
PWY-6609: adenine and adenosine salvage III|g__Paraclostridium.s__Paraclostridium_bifermentans,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Parageobacillus.s__Parageobacillus_toebii,0,0.0,4,0.0
PWY-6609: adenine and adenosine salvage III|g__Pediococcus.s__Pediococcus_acidilactici,0,0.0,4,0.03123810610241695
PWY-6609: adenine and adenosine salvage III|g__Peptostreptococcus.s__Peptostreptococcus_russellii,81,23.011363636363637,4,0.015951513142218987
PWY-6609: adenine and adenosine salvage III|g__Rhodococcus.s__Rhodococcus_enclensis,0,0.0,4,0.06261177859356803
PWY-6609: adenine and adenosine salvage III|g__Rhodococcus.s__Rhodococcus_erythropolis,0,0.0,4,0.010901442606727763
